OrderNumber;Date;CustomerId
107239;2012-04-01;22000
107240;2012-04-01;22000
107241;2012-04-01;22000
107242;2012-04-02;14000
107243;2012-04-02;15000
107244;2012-04-02;16000
107245;2012-04-02;17000
107246;2012-04-02;23000
107247;2012-04-03;21000
107248;2012-04-03;21000
107249;2012-04-03;22000
107250;2012-04-03;23000
107251;2012-04-04;17000
107252;2012-04-04;22000
107253;2012-04-05;13000
107254;2012-04-05;18000
107255;2012-04-05;22000
107256;2012-04-05;23000
107257;2012-04-06;13000
107258;2012-04-06;14000
107259;2012-04-06;16000
107260;2012-04-06;16000
107261;2012-04-07;13000
107262;2012-04-07;14000
107263;2012-04-07;16000
107264;2012-04-07;16000
107265;2012-04-07;19000
107266;2012-04-08;13000
107267;2012-04-08;15000
107268;2012-04-08;15000
107269;2012-04-08;16000
107270;2012-04-08;17000
107271;2012-04-08;19000
107272;2012-04-08;23000
107273;2012-04-08;23000
107274;2012-04-08;24000
107275;2012-04-09;13000
107276;2012-04-09;16000
107277;2012-04-09;16000
107278;2012-04-09;18000
107279;2012-04-09;19000
107280;2012-04-09;19000
107281;2012-04-09;22000
107282;2012-04-10;15000
107283;2012-04-10;15000
107284;2012-04-10;16000
107285;2012-04-10;22000
107286;2012-04-10;23000
107287;2012-04-10;23000
107288;2012-04-11;13000
107289;2012-04-11;14000
107290;2012-04-11;15000
107291;2012-04-11;15000
107292;2012-04-11;16000
107293;2012-04-11;19000
107294;2012-04-11;20000
107295;2012-04-12;19000
107296;2012-04-12;20000
107297;2012-04-12;21000
107298;2012-04-12;22000
107299;2012-04-12;22000
107300;2012-04-12;23000
107301;2012-04-12;23000
107302;2012-04-12;24000
107303;2012-04-13;13000
107304;2012-04-13;19000
107305;2012-04-13;22000
107306;2012-04-13;23000
107307;2012-04-13;24000
107308;2012-04-14;16000
107309;2012-04-14;16000
107310;2012-04-14;17000
107311;2012-04-14;19000
107312;2012-04-14;20000
107313;2012-04-14;20000
107314;2012-04-14;22000
107315;2012-04-14;23000
107316;2012-04-14;23000
107317;2012-04-15;16000
107318;2012-04-15;18000
107319;2012-04-15;18000
107320;2012-04-15;22000
107321;2012-04-15;23000
107322;2012-04-16;13000
107323;2012-04-16;15000
107324;2012-04-16;15000
107325;2012-04-16;15000
107326;2012-04-16;19000
107327;2012-04-16;21000
107328;2012-04-16;22000
107329;2012-04-16;23000
107330;2012-04-16;23000
107331;2012-04-17;16000
107332;2012-04-17;22000
107333;2012-04-18;15000
107334;2012-04-18;16000
107335;2012-04-18;19000
107336;2012-04-18;21000
107337;2012-04-18;22000
107338;2012-04-18;22000
107339;2012-04-18;23000
107340;2012-04-18;24000
107341;2012-04-19;13000
107342;2012-04-19;15000
107343;2012-04-19;15000
107344;2012-04-19;21000
107345;2012-04-19;23000
107346;2012-04-20;13000
107347;2012-04-20;15000
107348;2012-04-20;15000
107349;2012-04-20;17000
107350;2012-04-20;18000
107351;2012-04-20;23000
107352;2012-04-20;23000
107353;2012-04-21;15000
107354;2012-04-21;18000
107355;2012-04-21;20000
107356;2012-04-21;22000
107357;2012-04-21;22000
107358;2012-04-22;18000
107359;2012-04-22;19000
107360;2012-04-22;21000
107361;2012-04-22;23000
107362;2012-04-22;23000
107363;2012-04-23;16000
107364;2012-04-23;20000
107365;2012-04-23;22000
107366;2012-04-24;13000
107367;2012-04-24;13000
107368;2012-04-24;15000
107369;2012-04-24;16000
107370;2012-04-24;23000
107371;2012-04-24;23000
107372;2012-04-24;23000
107373;2012-04-25;20000
107374;2012-04-25;22000
107375;2012-04-25;22000
107376;2012-04-25;23000
107377;2012-04-26;14000
107378;2012-04-26;15000
107379;2012-04-27;15000
107380;2012-04-27;15000
107381;2012-04-27;15000
107382;2012-04-27;15000
107383;2012-04-27;16000
107384;2012-04-27;17000
107385;2012-04-27;17000
107386;2012-04-27;17000
107387;2012-04-27;22000
107388;2012-04-28;18000
107389;2012-04-28;19000
107390;2012-04-28;20000
107391;2012-04-29;13000
107392;2012-04-29;15000
107393;2012-04-29;18000
107394;2012-04-29;19000
107395;2012-04-29;20000
107396;2012-04-29;22000
107397;2012-04-29;23000
107398;2012-04-30;14000
107399;2012-04-30;14000
107400;2012-04-30;14000
107401;2012-04-30;20000
107402;2012-05-01;16000
107403;2012-05-01;17000
107404;2012-05-02;14000
107405;2012-05-02;14000
107406;2012-05-02;15000
107407;2012-05-02;15000
107408;2012-05-02;16000
107409;2012-05-02;17000
107410;2012-05-02;17000
107411;2012-05-02;19000
107412;2012-05-02;19000
107413;2012-05-02;21000
107414;2012-05-02;23000
107415;2012-05-03;14000
107416;2012-05-03;14000
107417;2012-05-03;16000
107418;2012-05-03;16000
107419;2012-05-03;18000
107420;2012-05-03;20000
107421;2012-05-03;20000
107422;2012-05-03;22000
107423;2012-05-03;23000
107424;2012-05-04;13000
107425;2012-05-04;13000
107426;2012-05-04;17000
107427;2012-05-04;18000
107428;2012-05-04;21000
107429;2012-05-04;22000
107430;2012-05-04;22000
107431;2012-05-05;13000
107432;2012-05-05;15000
107433;2012-05-05;15000
107434;2012-05-05;16000
107435;2012-05-05;19000
107436;2012-05-05;20000
107437;2012-05-06;14000
107438;2012-05-06;16000
107439;2012-05-06;16000
107440;2012-05-06;22000
107441;2012-05-06;22000
107442;2012-05-06;23000
107443;2012-05-07;13000
107444;2012-05-07;17000
107445;2012-05-07;21000
107446;2012-05-07;22000
107447;2012-05-07;22000
107448;2012-05-07;22000
107449;2012-05-07;22000
107450;2012-05-08;13000
107451;2012-05-08;15000
107452;2012-05-08;15000
107453;2012-05-08;16000
107454;2012-05-08;16000
107455;2012-05-08;16000
107456;2012-05-08;17000
107457;2012-05-08;20000
107458;2012-05-08;22000
107459;2012-05-08;23000
107460;2012-05-08;23000
107461;2012-05-09;13000
107462;2012-05-09;15000
107463;2012-05-09;19000
107464;2012-05-09;20000
107465;2012-05-09;20000
107466;2012-05-09;22000
107467;2012-05-09;24000
107468;2012-05-09;24000
107469;2012-05-10;14000
107470;2012-05-10;15000
107471;2012-05-10;15000
107472;2012-05-10;17000
107473;2012-05-10;17000
107474;2012-05-10;19000
107475;2012-05-10;19000
107476;2012-05-10;23000
107477;2012-05-11;15000
107478;2012-05-11;20000
107479;2012-05-11;22000
107480;2012-05-11;23000
107481;2012-05-12;13000
107482;2012-05-12;15000
107483;2012-05-12;18000
107484;2012-05-12;21000
107485;2012-05-12;22000
107486;2012-05-13;13000
107487;2012-05-13;14000
107488;2012-05-13;15000
107489;2012-05-13;15000
107490;2012-05-13;15000
107491;2012-05-13;16000
107492;2012-05-13;20000
107493;2012-05-13;23000
107494;2012-05-13;23000
107495;2012-05-13;24000
107496;2012-05-14;13000
107497;2012-05-14;13000
107498;2012-05-14;15000
107499;2012-05-14;16000
107500;2012-05-14;17000
107501;2012-05-14;17000
107502;2012-05-14;23000
107503;2012-05-15;14000
107504;2012-05-15;15000
107505;2012-05-15;15000
107506;2012-05-15;16000
107507;2012-05-15;17000
107508;2012-05-15;17000
107509;2012-05-15;19000
107510;2012-05-15;22000
107511;2012-05-15;23000
107512;2012-05-15;23000
107513;2012-05-15;24000
107514;2012-05-16;13000
107515;2012-05-16;15000
107516;2012-05-16;17000
107517;2012-05-16;19000
107518;2012-05-17;13000
107519;2012-05-17;14000
107520;2012-05-17;15000
107521;2012-05-17;15000
107522;2012-05-17;16000
107523;2012-05-17;19000
107524;2012-05-17;20000
107525;2012-05-17;22000
107526;2012-05-17;23000
107527;2012-05-17;23000
107528;2012-05-17;23000
107529;2012-05-17;24000
107530;2012-05-17;24000
107531;2012-05-18;14000
107532;2012-05-18;15000
107533;2012-05-18;15000
107534;2012-05-18;15000
107535;2012-05-18;16000
107536;2012-05-18;16000
107537;2012-05-18;17000
107538;2012-05-18;19000
107539;2012-05-18;23000
107540;2012-05-18;23000
107541;2012-05-18;24000
107542;2012-05-19;14000
107543;2012-05-19;15000
107544;2012-05-19;15000
107545;2012-05-19;17000
107546;2012-05-19;18000
107547;2012-05-19;20000
107548;2012-05-19;20000
107549;2012-05-19;22000
107550;2012-05-19;22000
107551;2012-05-19;22000
107552;2012-05-20;13000
107553;2012-05-20;15000
107554;2012-05-20;15000
107555;2012-05-20;16000
107556;2012-05-20;17000
107557;2012-05-20;18000
107558;2012-05-20;21000
107559;2012-05-20;24000
107560;2012-05-21;14000
107561;2012-05-21;18000
107562;2012-05-21;22000
107563;2012-05-21;23000
107564;2012-05-21;23000
107565;2012-05-21;24000
107566;2012-05-22;14000
107567;2012-05-22;14000
107568;2012-05-22;16000
107569;2012-05-22;16000
107570;2012-05-22;19000
107571;2012-05-22;23000
107572;2012-05-22;23000
107573;2012-05-23;14000
107574;2012-05-23;16000
107575;2012-05-23;17000
107576;2012-05-23;17000
107577;2012-05-23;20000
107578;2012-05-23;20000
107579;2012-05-23;22000
107580;2012-05-23;23000
107581;2012-05-24;14000
107582;2012-05-24;15000
107583;2012-05-24;17000
107584;2012-05-24;18000
107585;2012-05-24;20000
107586;2012-05-24;23000
107587;2012-05-25;13000
107588;2012-05-25;14000
107589;2012-05-25;23000
107590;2012-05-26;14000
107591;2012-05-26;16000
107592;2012-05-26;16000
107593;2012-05-26;17000
107594;2012-05-26;17000
107595;2012-05-26;17000
107596;2012-05-26;18000
107597;2012-05-26;20000
107598;2012-05-26;22000
107599;2012-05-26;23000
107600;2012-05-27;13000
107601;2012-05-27;14000
107602;2012-05-27;14000
107603;2012-05-27;15000
107604;2012-05-27;18000
107605;2012-05-27;22000
107606;2012-05-27;24000
107607;2012-05-28;15000
107608;2012-05-28;15000
107609;2012-05-28;15000
107610;2012-05-28;16000
107611;2012-05-28;17000
107612;2012-05-28;17000
107613;2012-05-28;21000
107614;2012-05-29;16000
107615;2012-05-29;16000
107616;2012-05-29;17000
107617;2012-05-29;18000
107618;2012-05-29;19000
107619;2012-05-29;19000
107620;2012-05-29;20000
107621;2012-05-29;20000
107622;2012-05-30;13000
107623;2012-05-30;17000
107624;2012-05-30;19000
107625;2012-05-30;20000
107626;2012-05-30;22000
107627;2012-05-30;23000
107628;2012-05-31;15000
107629;2012-05-31;15000
107630;2012-05-31;15000
107631;2012-05-31;15000
107632;2012-05-31;15000
107633;2012-05-31;15000
107634;2012-05-31;19000
107635;2012-05-31;20000
107636;2012-05-31;20000
107637;2012-06-01;15000
107638;2012-06-01;15000
107639;2012-06-01;16000
107640;2012-06-01;16000
107641;2012-06-01;18000
107642;2012-06-01;22000
107643;2012-06-02;13000
107644;2012-06-02;14000
107645;2012-06-02;14000
107646;2012-06-02;15000
107647;2012-06-02;16000
107648;2012-06-02;18000
107649;2012-06-02;20000
107650;2012-06-02;20000
107651;2012-06-02;20000
107652;2012-06-02;22000
107653;2012-06-02;22000
107654;2012-06-02;23000
107655;2012-06-03;14000
107656;2012-06-03;14000
107657;2012-06-03;14000
107658;2012-06-03;15000
107659;2012-06-03;15000
107660;2012-06-03;17000
107661;2012-06-04;13000
107662;2012-06-04;14000
107663;2012-06-04;14000
107664;2012-06-04;15000
107665;2012-06-04;15000
107666;2012-06-04;16000
107667;2012-06-04;17000
107668;2012-06-04;20000
107669;2012-06-04;22000
107670;2012-06-04;22000
107671;2012-06-04;22000
107672;2012-06-05;13000
107673;2012-06-05;15000
107674;2012-06-05;15000
107675;2012-06-05;15000
107676;2012-06-05;16000
107677;2012-06-05;20000
107678;2012-06-05;20000
107679;2012-06-05;22000
107680;2012-06-05;22000
107681;2012-06-05;23000
107682;2012-06-06;13000
107683;2012-06-06;15000
107684;2012-06-06;15000
107685;2012-06-06;16000
107686;2012-06-06;17000
107687;2012-06-06;17000
107688;2012-06-06;19000
107689;2012-06-06;24000
107690;2012-06-06;24000
107691;2012-06-07;13000
107692;2012-06-07;14000
107693;2012-06-07;16000
107694;2012-06-07;16000
107695;2012-06-07;17000
107696;2012-06-07;18000
107697;2012-06-07;22000
107698;2012-06-07;23000
107699;2012-06-07;23000
107700;2012-06-07;24000
107701;2012-06-08;13000
107702;2012-06-08;14000
107703;2012-06-08;15000
107704;2012-06-08;16000
107705;2012-06-08;17000
107706;2012-06-08;18000
107707;2012-06-08;19000
107708;2012-06-08;20000
107709;2012-06-08;22000
107710;2012-06-08;22000
107711;2012-06-09;14000
107712;2012-06-09;14000
107713;2012-06-09;16000
107714;2012-06-09;16000
107715;2012-06-09;20000
107716;2012-06-09;22000
107717;2012-06-09;24000
107718;2012-06-10;13000
107719;2012-06-10;14000
107720;2012-06-10;15000
107721;2012-06-10;16000
107722;2012-06-10;16000
107723;2012-06-10;16000
107724;2012-06-10;17000
107725;2012-06-10;17000
107726;2012-06-10;18000
107727;2012-06-10;18000
107728;2012-06-10;21000
107729;2012-06-10;21000
107730;2012-06-10;21000
107731;2012-06-10;22000
107732;2012-06-10;22000
107733;2012-06-11;14000
107734;2012-06-11;15000
107735;2012-06-11;19000
107736;2012-06-11;22000
107737;2012-06-11;23000
107738;2012-06-11;23000
107739;2012-06-11;24000
107740;2012-06-12;14000
107741;2012-06-12;15000
107742;2012-06-12;16000
107743;2012-06-12;16000
107744;2012-06-12;17000
107745;2012-06-12;17000
107746;2012-06-12;17000
107747;2012-06-12;20000
107748;2012-06-12;21000
107749;2012-06-12;21000
107750;2012-06-13;15000
107751;2012-06-13;15000
107752;2012-06-13;18000
107753;2012-06-13;20000
107754;2012-06-13;21000
107755;2012-06-14;15000
107756;2012-06-14;16000
107757;2012-06-14;16000
107758;2012-06-14;17000
107759;2012-06-14;17000
107760;2012-06-14;20000
107761;2012-06-14;20000
107762;2012-06-14;23000
107763;2012-06-14;24000
107764;2012-06-15;13000
107765;2012-06-15;14000
107766;2012-06-15;15000
107767;2012-06-15;15000
107768;2012-06-15;19000
107769;2012-06-15;20000
107770;2012-06-15;21000
107771;2012-06-15;22000
107772;2012-06-16;13000
107773;2012-06-16;15000
107774;2012-06-16;15000
107775;2012-06-16;16000
107776;2012-06-16;16000
107777;2012-06-16;17000
107778;2012-06-16;19000
107779;2012-06-16;20000
107780;2012-06-16;21000
107781;2012-06-16;22000
107782;2012-06-17;13000
107783;2012-06-17;16000
107784;2012-06-17;18000
107785;2012-06-17;19000
107786;2012-06-17;21000
107787;2012-06-17;21000
107788;2012-06-17;22000
107789;2012-06-18;13000
107790;2012-06-18;14000
107791;2012-06-18;14000
107792;2012-06-18;15000
107793;2012-06-18;16000
107794;2012-06-18;16000
107795;2012-06-18;17000
107796;2012-06-18;17000
107797;2012-06-18;20000
107798;2012-06-18;22000
107799;2012-06-18;24000
107800;2012-06-19;14000
107801;2012-06-19;14000
107802;2012-06-19;14000
107803;2012-06-19;19000
107804;2012-06-19;21000
107805;2012-06-19;22000
107806;2012-06-19;23000
107807;2012-06-19;24000
107808;2012-06-20;13000
107809;2012-06-20;16000
107810;2012-06-20;18000
107811;2012-06-20;18000
107812;2012-06-20;20000
107813;2012-06-20;20000
107814;2012-06-20;21000
107815;2012-06-20;22000
107816;2012-06-20;22000
107817;2012-06-20;23000
107818;2012-06-20;23000
107819;2012-06-21;13000
107820;2012-06-21;14000
107821;2012-06-21;14000
107822;2012-06-21;15000
107823;2012-06-21;15000
107824;2012-06-21;22000
107825;2012-06-21;23000
107826;2012-06-21;24000
107827;2012-06-22;14000
107828;2012-06-22;15000
107829;2012-06-22;16000
107830;2012-06-22;18000
107831;2012-06-22;19000
107832;2012-06-22;20000
107833;2012-06-22;20000
107834;2012-06-22;21000
107835;2012-06-22;21000
107836;2012-06-22;22000
107837;2012-06-22;23000
107838;2012-06-23;15000
107839;2012-06-23;15000
107840;2012-06-23;19000
107841;2012-06-23;20000
107842;2012-06-23;20000
107843;2012-06-23;23000
107844;2012-06-23;24000
107845;2012-06-23;24000
107846;2012-06-24;15000
107847;2012-06-24;16000
107848;2012-06-24;16000
107849;2012-06-24;20000
107850;2012-06-24;20000
107851;2012-06-24;22000
107852;2012-06-24;23000
107853;2012-06-25;13000
107854;2012-06-25;13000
107855;2012-06-25;14000
107856;2012-06-25;14000
107857;2012-06-25;14000
107858;2012-06-25;15000
107859;2012-06-25;15000
107860;2012-06-25;16000
107861;2012-06-25;16000
107862;2012-06-25;16000
107863;2012-06-25;17000
107864;2012-06-25;18000
107865;2012-06-25;18000
107866;2012-06-25;21000
107867;2012-06-25;23000
107868;2012-06-25;23000
107869;2012-06-26;15000
107870;2012-06-26;15000
107871;2012-06-26;16000
107872;2012-06-26;16000
107873;2012-06-26;16000
107874;2012-06-26;17000
107875;2012-06-26;20000
107876;2012-06-26;21000
107877;2012-06-26;21000
107878;2012-06-26;22000
107879;2012-06-26;22000
107880;2012-06-26;22000
107881;2012-06-26;23000
107882;2012-06-27;13000
107883;2012-06-27;15000
107884;2012-06-27;15000
107885;2012-06-27;16000
107886;2012-06-27;17000
107887;2012-06-27;17000
107888;2012-06-27;18000
107889;2012-06-27;22000
107890;2012-06-27;22000
107891;2012-06-27;24000
107892;2012-06-28;13000
107893;2012-06-28;13000
107894;2012-06-28;14000
107895;2012-06-28;14000
107896;2012-06-28;14000
107897;2012-06-28;16000
107898;2012-06-28;16000
107899;2012-06-28;24000
107900;2012-06-29;13000
107901;2012-06-29;16000
107902;2012-06-29;16000
107903;2012-06-29;16000
107904;2012-06-29;16000
107905;2012-06-29;19000
107906;2012-06-29;23000
107907;2012-06-29;23000
107908;2012-06-29;24000
107909;2012-06-30;13000
107910;2012-06-30;14000
107911;2012-06-30;15000
107912;2012-06-30;15000
107913;2012-06-30;16000
107914;2012-06-30;16000
107915;2012-06-30;17000
107916;2012-06-30;17000
107917;2012-06-30;20000
107918;2012-06-30;22000
107919;2012-06-30;22000
107920;2012-06-30;23000
107921;2012-07-01;15000
107922;2012-07-01;16000
107923;2012-07-01;22000
107924;2012-07-02;15000
107925;2012-07-02;24000
107926;2012-07-03;13000
107927;2012-07-03;15000
107928;2012-07-03;17000
107929;2012-07-03;19000
107930;2012-07-03;21000
107931;2012-07-04;13000
107932;2012-07-04;14000
107933;2012-07-04;15000
107934;2012-07-04;15000
107935;2012-07-04;15000
107936;2012-07-04;16000
107937;2012-07-04;23000
107938;2012-07-04;24000
107939;2012-07-05;19000
107940;2012-07-05;19000
107941;2012-07-05;21000
107942;2012-07-05;23000
107943;2012-07-06;14000
107944;2012-07-06;15000
107945;2012-07-06;16000
107946;2012-07-06;18000
107947;2012-07-07;16000
107948;2012-07-07;18000
107949;2012-07-08;23000
107950;2012-07-09;13000
107951;2012-07-09;20000
107952;2012-07-10;13000
107953;2012-07-10;14000
107954;2012-07-10;14000
107955;2012-07-10;19000
107956;2012-07-10;23000
107957;2012-07-10;24000
107958;2012-07-11;16000
107959;2012-07-11;20000
107960;2012-07-11;20000
107961;2012-07-12;17000
107962;2012-07-12;18000
107963;2012-07-12;19000
107964;2012-07-12;19000
107965;2012-07-12;20000
107966;2012-07-13;13000
107967;2012-07-13;13000
107968;2012-07-13;16000
107969;2012-07-13;17000
107970;2012-07-13;18000
107971;2012-07-13;21000
107972;2012-07-14;14000
107973;2012-07-14;15000
107974;2012-07-14;16000
107975;2012-07-14;16000
107976;2012-07-14;17000
107977;2012-07-14;17000
107978;2012-07-15;15000
107979;2012-07-15;23000
107980;2012-07-16;13000
107981;2012-07-16;16000
107982;2012-07-16;19000
107983;2012-07-16;20000
107984;2012-07-16;22000
107985;2012-07-17;17000
107986;2012-07-17;20000
107987;2012-07-17;21000
107988;2012-07-18;13000
107989;2012-07-18;14000
107990;2012-07-18;15000
107991;2012-07-18;15000
107992;2012-07-18;16000
107993;2012-07-18;20000
107994;2012-07-18;23000
107995;2012-07-18;23000
107996;2012-07-18;23000
107997;2012-07-19;17000
107998;2012-07-19;19000
107999;2012-07-19;20000
108000;2012-07-19;23000
108001;2012-07-19;24000
108002;2012-07-20;19000
108003;2012-07-20;22000
108004;2012-07-20;24000
108005;2012-07-21;15000
108006;2012-07-21;15000
108007;2012-07-21;20000
108008;2012-07-21;22000
108009;2012-07-21;23000
108010;2012-07-22;14000
108011;2012-07-22;16000
108012;2012-07-22;19000
108013;2012-07-22;22000
108014;2012-07-22;22000
108015;2012-07-22;24000
108016;2012-07-23;13000
108017;2012-07-23;15000
108018;2012-07-23;15000
108019;2012-07-23;20000
108020;2012-07-23;22000
108021;2012-07-23;24000
108022;2012-07-24;14000
108023;2012-07-24;15000
108024;2012-07-24;15000
108025;2012-07-25;14000
108026;2012-07-25;16000
108027;2012-07-25;18000
108028;2012-07-25;23000
108029;2012-07-25;24000
108030;2012-07-26;13000
108031;2012-07-26;15000
108032;2012-07-26;21000
108033;2012-07-27;14000
108034;2012-07-27;15000
108035;2012-07-27;16000
108036;2012-07-27;24000
108037;2012-07-28;15000
108038;2012-07-28;15000
108039;2012-07-28;16000
108040;2012-07-28;19000
108041;2012-07-28;21000
108042;2012-07-28;22000
108043;2012-07-28;23000
108044;2012-07-29;13000
108045;2012-07-29;15000
108046;2012-07-29;18000
108047;2012-07-29;18000
108048;2012-07-29;24000
108049;2012-07-29;24000
108050;2012-07-30;21000
108051;2012-07-30;21000
108052;2012-07-31;13000
108053;2012-07-31;14000
108054;2012-07-31;16000
108055;2012-07-31;16000
108056;2012-07-31;20000
108057;2012-07-31;20000
108058;2012-07-31;21000
108059;2012-07-31;24000
108060;2012-08-01;15000
108061;2012-08-01;15000
108062;2012-08-01;16000
108063;2012-08-01;16000
108064;2012-08-01;19000
108065;2012-08-01;22000
108066;2012-08-01;22000
108067;2012-08-01;24000
108068;2012-08-02;18000
108069;2012-08-02;20000
108070;2012-08-02;23000
108071;2012-08-03;13000
108072;2012-08-03;14000
108073;2012-08-03;14000
108074;2012-08-03;15000
108075;2012-08-03;15000
108076;2012-08-03;19000
108077;2012-08-03;20000
108078;2012-08-03;23000
108079;2012-08-03;23000
108080;2012-08-05;15000
108081;2012-08-05;20000
108082;2012-08-05;21000
108083;2012-08-05;23000
108084;2012-08-05;24000
108085;2012-08-06;13000
108086;2012-08-06;21000
108087;2012-08-06;24000
108088;2012-08-07;15000
108089;2012-08-07;15000
108090;2012-08-07;15000
108091;2012-08-07;19000
108092;2012-08-07;23000
108093;2012-08-08;14000
108094;2012-08-08;15000
108095;2012-08-08;18000
108096;2012-08-08;18000
108097;2012-08-08;21000
108098;2012-08-08;21000
108099;2012-08-09;13000
108100;2012-08-09;16000
108101;2012-08-09;22000
108102;2012-08-09;22000
108103;2012-08-09;22000
108104;2012-08-09;22000
108105;2012-08-10;16000
108106;2012-08-11;17000
108107;2012-08-12;14000
108108;2012-08-12;15000
108109;2012-08-13;14000
108110;2012-08-13;14000
108111;2012-08-13;15000
108112;2012-08-13;16000
108113;2012-08-13;20000
108114;2012-08-14;14000
108115;2012-08-14;14000
108116;2012-08-14;15000
108117;2012-08-14;17000
108118;2012-08-14;22000
108119;2012-08-14;23000
108120;2012-08-14;24000
108121;2012-08-14;24000
108122;2012-08-15;15000
108123;2012-08-15;15000
108124;2012-08-15;17000
108125;2012-08-15;17000
108126;2012-08-15;22000
108127;2012-08-15;22000
108128;2012-08-16;15000
108129;2012-08-16;15000
108130;2012-08-16;16000
108131;2012-08-16;19000
108132;2012-08-16;23000
108133;2012-08-16;23000
108134;2012-08-16;23000
108135;2012-08-17;16000
108136;2012-08-17;19000
108137;2012-08-17;19000
108138;2012-08-17;24000
108139;2012-08-18;18000
108140;2012-08-18;19000
108141;2012-08-18;20000
108142;2012-08-18;22000
108143;2012-08-19;13000
108144;2012-08-19;15000
108145;2012-08-19;15000
108146;2012-08-19;16000
108147;2012-08-19;17000
108148;2012-08-19;18000
108149;2012-08-19;23000
108150;2012-08-19;24000
108151;2012-08-20;23000
108152;2012-08-20;24000
108153;2012-08-21;14000
108154;2012-08-21;15000
108155;2012-08-21;19000
108156;2012-08-21;23000
108157;2012-08-22;14000
108158;2012-08-22;20000
108159;2012-08-22;22000
108160;2012-08-22;23000
108161;2012-08-23;13000
108162;2012-08-23;14000
108163;2012-08-23;17000
108164;2012-08-23;19000
108165;2012-08-23;20000
108166;2012-08-24;15000
108167;2012-08-24;15000
108168;2012-08-24;15000
108169;2012-08-24;16000
108170;2012-08-24;16000
108171;2012-08-24;18000
108172;2012-08-24;18000
108173;2012-08-24;18000
108174;2012-08-24;23000
108175;2012-08-24;23000
108176;2012-08-24;23000
108177;2012-08-25;14000
108178;2012-08-25;15000
108179;2012-08-25;18000
108180;2012-08-26;15000
108181;2012-08-26;17000
108182;2012-08-26;17000
108183;2012-08-26;19000
108184;2012-08-27;14000
108185;2012-08-27;15000
108186;2012-08-27;20000
108187;2012-08-27;22000
108188;2012-08-27;22000
108189;2012-08-28;13000
108190;2012-08-28;13000
108191;2012-08-28;13000
108192;2012-08-28;13000
108193;2012-08-28;14000
108194;2012-08-28;16000
108195;2012-08-28;19000
108196;2012-08-28;20000
108197;2012-08-28;22000
108198;2012-08-29;13000
108199;2012-08-29;15000
108200;2012-08-30;15000
108201;2012-08-31;17000
108202;2012-08-31;17000
108203;2012-08-31;22000
108204;2012-08-31;24000
108205;2012-09-01;13000
108206;2012-09-01;15000
108207;2012-09-01;17000
108208;2012-09-01;18000
108209;2012-09-02;13000
108210;2012-09-02;15000
108211;2012-09-02;15000
108212;2012-09-02;22000
108213;2012-09-03;15000
108214;2012-09-03;17000
108215;2012-09-03;22000
108216;2012-09-04;13000
108217;2012-09-04;15000
108218;2012-09-04;20000
108219;2012-09-04;21000
108220;2012-09-04;23000
108221;2012-09-05;13000
108222;2012-09-05;17000
108223;2012-09-05;19000
108224;2012-09-06;13000
108225;2012-09-06;15000
108226;2012-09-06;20000
108227;2012-09-06;22000
108228;2012-09-06;23000
108229;2012-09-07;17000
108230;2012-09-07;18000
108231;2012-09-07;20000
108232;2012-09-08;14000
108233;2012-09-08;17000
108234;2012-09-08;19000
108235;2012-09-08;20000
108236;2012-09-08;20000
108237;2012-09-08;22000
108238;2012-09-08;22000
108239;2012-09-09;20000
108240;2012-09-09;21000
108241;2012-09-09;23000
108242;2012-09-09;24000
108243;2012-09-10;15000
108244;2012-09-10;19000
108245;2012-09-10;22000
108246;2012-09-10;23000
108247;2012-09-11;24000
108248;2012-09-11;24000
108249;2012-09-12;14000
108250;2012-09-12;15000
108251;2012-09-13;16000
108252;2012-09-13;17000
108253;2012-09-13;17000
108254;2012-09-13;20000
108255;2012-09-13;21000
108256;2012-09-13;24000
108257;2012-09-13;24000
108258;2012-09-14;15000
108259;2012-09-14;16000
108260;2012-09-14;16000
108261;2012-09-14;19000
108262;2012-09-14;23000
108263;2012-09-15;16000
108264;2012-09-15;20000
108265;2012-09-16;13000
108266;2012-09-16;15000
108267;2012-09-16;16000
108268;2012-09-16;22000
108269;2012-09-17;17000
108270;2012-09-17;18000
108271;2012-09-17;20000
108272;2012-09-17;22000
108273;2012-09-17;22000
108274;2012-09-18;15000
108275;2012-09-18;17000
108276;2012-09-18;17000
108277;2012-09-18;22000
108278;2012-09-19;13000
108279;2012-09-19;20000
108280;2012-09-20;15000
108281;2012-09-20;21000
108282;2012-09-20;23000
108283;2012-09-22;15000
108284;2012-09-22;23000
108285;2012-09-22;24000
108286;2012-09-22;24000
108287;2012-09-23;15000
108288;2012-09-23;19000
108289;2012-09-23;22000
108290;2012-09-23;23000
108291;2012-09-23;24000
108292;2012-09-24;17000
108293;2012-09-24;19000
108294;2012-09-24;19000
108295;2012-09-24;23000
108296;2012-09-25;15000
108297;2012-09-25;16000
108298;2012-09-25;16000
108299;2012-09-25;18000
108300;2012-09-25;19000
108301;2012-09-25;20000
108302;2012-09-25;22000
108303;2012-09-25;23000
108304;2012-09-25;24000
108305;2012-09-26;15000
108306;2012-09-26;15000
108307;2012-09-26;16000
108308;2012-09-27;16000
108309;2012-09-27;18000
108310;2012-09-28;13000
108311;2012-09-28;13000
108312;2012-09-28;14000
108313;2012-09-28;15000
