SALESORDERID,SALESORDERITEM,PRODUCTID,CURRENCY,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,QUANTITY,QUANTITYUNIT,DELIVERYDATE
500000072,50,RC-1057,USD,4999,4374.125,624.875,8,EA,20180709
500000072,60,CB-1163,USD,288,252.0,36.0,4,EA,20180709
500000072,70,BX-1015,USD,299,261.625,37.375,10,EA,20180709
500000072,80,BX-1012,USD,399,349.125,49.875,7,EA,20180709
500000072,90,CC-1023,USD,1361,1190.875,170.125,8,EA,20180709
500000072,100,EB-1133,USD,2250,1968.75,281.25,2,EA,20180709
500000073,10,HB-1175,USD,899,786.625,112.375,9,EA,20180621
500000074,10,EB-1132,USD,1900,1662.5,237.5,10,EA,20180716
500000074,20,RC-1051,USD,2499,2186.625,312.375,2,EA,20180716
500000074,30,BX-1013,USD,449,392.875,56.125,1,EA,20180716
500000074,40,MB-1033,USD,3999,3499.125,499.875,3,EA,20180716
500000074,50,HB-1173,USD,649,567.875,81.125,2,EA,20180716
500000074,60,HB-1173,USD,649,567.875,81.125,3,EA,20180716
500000074,70,RC-1052,USD,3999,3499.125,499.875,7,EA,20180716
500000074,80,MB-1033,USD,3999,3499.125,499.875,9,EA,20180716
500000074,90,CC-1023,USD,1361,1190.875,170.125,8,EA,20180716
500000074,100,CC-1021,USD,1144,1001.0,143.0,1,EA,20180716
500000075,10,EB-1137,USD,7900,6912.5,987.5,6,EA,20180627
500000075,20,BX-1013,USD,449,392.875,56.125,1,EA,20180627
500000075,30,EB-1137,USD,7900,6912.5,987.5,2,EA,20180627
500000075,40,BX-1014,USD,799,699.125,99.875,8,EA,20180627
500000075,50,HB-1175,USD,899,786.625,112.375,6,EA,20180627
500000075,60,MB-1032,USD,1299,1136.625,162.375,10,EA,20180627
500000075,70,MB-1032,USD,1299,1136.625,162.375,7,EA,20180627
500000076,10,EB-1131,USD,1500,1312.5,187.5,10,EA,20180701
500000076,20,EB-1131,USD,1500,1312.5,187.5,3,EA,20180701
500000076,30,EB-1134,USD,4800,4200.0,600.0,4,EA,20180701
500000076,40,EB-1131,USD,1500,1312.5,187.5,10,EA,20180701
500000076,50,RC-1053,USD,4599,4024.125,574.875,3,EA,20180701
500000076,60,RC-1053,USD,4599,4024.125,574.875,6,EA,20180701
500000076,70,DB-1081,USD,1499,1311.625,187.375,5,EA,20180701
500000077,10,HB-1176,USD,1199,1049.125,149.875,3,EA,20180708
500000077,20,EB-1135,USD,3000,2625.0,375.0,6,EA,20180708
500000077,30,BX-1012,USD,399,349.125,49.875,10,EA,20180708
500000077,40,RC-1051,USD,2499,2186.625,312.375,1,EA,20180708
500000078,10,DB-1082,USD,1250,1093.75,156.25,8,EA,20180718
500000078,20,RO-1003,USD,721,630.875,90.125,6,EA,20180718
500000078,30,CB-1163,USD,288,252.0,36.0,5,EA,20180718
500000078,40,RO-1002,USD,689,602.875,86.125,5,EA,20180718
500000078,50,RC-1056,USD,2499,2186.625,312.375,9,EA,20180718
500000078,60,CC-1022,USD,1200,1050.0,150.0,4,EA,20180718
500000078,70,EB-1137,USD,7900,6912.5,987.5,1,EA,20180718
500000078,80,EB-1137,USD,7900,6912.5,987.5,1,EA,20180718
500000079,10,RC-1054,USD,5499,4811.625,687.375,6,EA,20180713
500000079,20,CC-1022,USD,1200,1050.0,150.0,5,EA,20180713
500000079,30,RC-1055,USD,1999,1749.125,249.875,8,EA,20180713
500000079,40,HB-1173,USD,649,567.875,81.125,4,EA,20180713
500000079,50,HB-1172,USD,799,699.125,99.875,2,EA,20180713
500000080,10,CC-1022,USD,1200,1050.0,150.0,6,EA,20180703
500000080,20,EB-1131,USD,1500,1312.5,187.5,6,EA,20180703
500000080,30,RC-1055,USD,1999,1749.125,249.875,5,EA,20180703
500000080,40,RC-1053,USD,4599,4024.125,574.875,9,EA,20180703
500000080,50,MB-1034,USD,2499,2186.625,312.375,1,EA,20180703
500000080,60,HB-1171,USD,699,611.625,87.375,8,EA,20180703
500000080,70,CB-1162,USD,400,350.0,50.0,9,EA,20180703
500000080,80,EB-1133,USD,2250,1968.75,281.25,2,EA,20180703
500000080,90,MB-1033,USD,3999,3499.125,499.875,5,EA,20180703
500000081,10,HB-1172,USD,799,699.125,99.875,5,EA,20180708
500000081,20,EB-1132,USD,1900,1662.5,237.5,9,EA,20180708
500000081,30,BX-1016,USD,319,279.125,39.875,3,EA,20180708
500000081,40,CB-1161,USD,399,349.125,49.875,7,EA,20180708
500000082,10,RC-1052,USD,3999,3499.125,499.875,1,EA,20180712
500000082,20,DB-1083,USD,1199,1049.125,149.875,6,EA,20180712
500000082,30,BX-1013,USD,449,392.875,56.125,4,EA,20180712
500000083,10,RO-1002,USD,689,602.875,86.125,8,EA,20180709
500000083,20,CC-1023,USD,1361,1190.875,170.125,10,EA,20180709
500000083,30,RC-1056,USD,2499,2186.625,312.375,4,EA,20180709
500000084,10,HB-1173,USD,649,567.875,81.125,1,EA,20180720
500000084,20,BX-1013,USD,449,392.875,56.125,1,EA,20180720
500000084,30,BX-1013,USD,449,392.875,56.125,10,EA,20180720
500000084,40,MB-1033,USD,3999,3499.125,499.875,7,EA,20180720
500000084,50,RO-1001,USD,525,459.375,65.625,8,EA,20180720
500000084,60,RC-1057,USD,4999,4374.125,624.875,2,EA,20180720
500000084,70,DB-1083,USD,1199,1049.125,149.875,2,EA,20180720
500000084,80,EB-1133,USD,2250,1968.75,281.25,2,EA,20180720
500000084,90,CC-1023,USD,1361,1190.875,170.125,8,EA,20180720
500000084,100,RC-1054,USD,5499,4811.625,687.375,4,EA,20180720
500000085,10,CC-1022,USD,1200,1050.0,150.0,8,EA,20180729
500000085,20,HB-1174,USD,379,331.625,47.375,1,EA,20180729
500000085,30,EB-1134,USD,4800,4200.0,600.0,7,EA,20180729
500000085,40,BX-1014,USD,799,699.125,99.875,6,EA,20180729
500000086,10,RC-1052,USD,3999,3499.125,499.875,4,EA,20180715
500000086,20,RO-1001,USD,525,459.375,65.625,10,EA,20180715
500000086,30,BX-1013,USD,449,392.875,56.125,1,EA,20180715
500000087,10,EB-1134,USD,4800,4200.0,600.0,5,EA,20180801
500000087,20,MB-1033,USD,3999,3499.125,499.875,10,EA,20180801
500000087,30,BX-1011,USD,249,217.875,31.125,3,EA,20180801
500000087,40,CC-1023,USD,1361,1190.875,170.125,1,EA,20180801
500000087,50,RO-1002,USD,689,602.875,86.125,2,EA,20180801
500000087,60,BX-1014,USD,799,699.125,99.875,1,EA,20180801
500000087,70,BX-1015,USD,299,261.625,37.375,6,EA,20180801
500000087,80,BX-1015,USD,299,261.625,37.375,1,EA,20180801
500000088,10,HB-1176,USD,1199,1049.125,149.875,8,EA,20180730
500000088,20,EB-1136,USD,5000,4375.0,625.0,4,EA,20180730
500000088,30,CB-1163,USD,288,252.0,36.0,2,EA,20180730
500000088,40,CB-1162,USD,400,350.0,50.0,7,EA,20180730
500000088,50,EB-1132,USD,1900,1662.5,237.5,10,EA,20180730
500000088,60,DB-1081,USD,1499,1311.625,187.375,10,EA,20180730
500000088,70,BX-1015,USD,299,261.625,37.375,8,EA,20180730
500000088,80,RC-1053,USD,4599,4024.125,574.875,1,EA,20180730
500000089,10,RC-1055,USD,1999,1749.125,249.875,6,EA,20180808
500000089,20,EB-1133,USD,2250,1968.75,281.25,2,EA,20180808
500000089,30,RC-1056,USD,2499,2186.625,312.375,10,EA,20180808
500000090,10,DB-1082,USD,1250,1093.75,156.25,6,EA,20180806
500000090,20,RC-1053,USD,4599,4024.125,574.875,9,EA,20180806
500000090,30,RO-1003,USD,721,630.875,90.125,9,EA,20180806
500000090,40,HB-1176,USD,1199,1049.125,149.875,7,EA,20180806
500000090,50,RC-1056,USD,2499,2186.625,312.375,9,EA,20180806
500000091,10,EB-1132,USD,1900,1662.5,237.5,3,EA,20180721
500000091,20,MB-1034,USD,2499,2186.625,312.375,9,EA,20180721
500000092,10,HB-1175,USD,899,786.625,112.375,9,EA,20180719
500000092,20,HB-1173,USD,649,567.875,81.125,2,EA,20180719
500000092,30,HB-1172,USD,799,699.125,99.875,8,EA,20180719
500000092,40,MB-1031,USD,649,567.875,81.125,5,EA,20180719
500000092,50,MB-1032,USD,1299,1136.625,162.375,1,EA,20180719
500000092,60,DB-1081,USD,1499,1311.625,187.375,3,EA,20180719
500000092,70,RC-1051,USD,2499,2186.625,312.375,4,EA,20180719
500000092,80,BX-1012,USD,399,349.125,49.875,8,EA,20180719
500000092,90,BX-1013,USD,449,392.875,56.125,10,EA,20180719
500000093,10,HB-1174,USD,379,331.625,47.375,10,EA,20180811
500000093,20,RC-1056,USD,2499,2186.625,312.375,8,EA,20180811
500000093,30,HB-1176,USD,1199,1049.125,149.875,6,EA,20180811
500000093,40,DB-1083,USD,1199,1049.125,149.875,7,EA,20180811
500000093,50,MB-1032,USD,1299,1136.625,162.375,3,EA,20180811
500000094,10,BX-1013,USD,449,392.875,56.125,3,EA,20180807
500000094,20,RC-1056,USD,2499,2186.625,312.375,10,EA,20180807
500000095,10,BX-1016,USD,319,279.125,39.875,5,EA,20180803
500000095,20,MB-1033,USD,3999,3499.125,499.875,2,EA,20180803
500000096,10,RC-1057,USD,4999,4374.125,624.875,7,EA,20180808
500000096,20,MB-1033,USD,3999,3499.125,499.875,2,EA,20180808
500000096,30,RC-1057,USD,4999,4374.125,624.875,8,EA,20180808
500000096,40,BX-1011,USD,249,217.875,31.125,7,EA,20180808
500000096,50,BX-1011,USD,249,217.875,31.125,5,EA,20180808
500000096,60,CB-1162,USD,400,350.0,50.0,4,EA,20180808
500000096,70,RO-1001,USD,525,459.375,65.625,10,EA,20180808
500000096,80,BX-1013,USD,449,392.875,56.125,9,EA,20180808
500000096,90,BX-1013,USD,449,392.875,56.125,1,EA,20180808
500000097,10,RC-1056,USD,2499,2186.625,312.375,5,EA,20180822
500000097,20,EB-1132,USD,1900,1662.5,237.5,8,EA,20180822
500000097,30,MB-1033,USD,3999,3499.125,499.875,5,EA,20180822
500000097,40,MB-1031,USD,649,567.875,81.125,9,EA,20180822
500000097,50,BX-1015,USD,299,261.625,37.375,10,EA,20180822
500000097,60,HB-1171,USD,699,611.625,87.375,4,EA,20180822
500000098,10,EB-1133,USD,2250,1968.75,281.25,10,EA,20180829
500000098,20,MB-1033,USD,3999,3499.125,499.875,1,EA,20180829
500000098,30,BX-1013,USD,449,392.875,56.125,9,EA,20180829
500000098,40,BX-1015,USD,299,261.625,37.375,9,EA,20180829
500000098,50,CB-1163,USD,288,252.0,36.0,3,EA,20180829
500000098,60,RC-1051,USD,2499,2186.625,312.375,8,EA,20180829
500000098,70,EB-1136,USD,5000,4375.0,625.0,8,EA,20180829
500000098,80,EB-1132,USD,1900,1662.5,237.5,5,EA,20180829
500000098,90,CC-1023,USD,1361,1190.875,170.125,2,EA,20180829
500000098,100,HB-1173,USD,649,567.875,81.125,5,EA,20180829
500000099,10,CC-1023,USD,1361,1190.875,170.125,7,EA,20180806
500000099,20,EB-1135,USD,3000,2625.0,375.0,7,EA,20180806
500000099,30,CB-1162,USD,400,350.0,50.0,4,EA,20180806
500000099,40,CC-1021,USD,1144,1001.0,143.0,8,EA,20180806
500000100,10,CB-1161,USD,399,349.125,49.875,9,EA,20180808
500000100,20,HB-1171,USD,699,611.625,87.375,3,EA,20180808
500000100,30,CB-1163,USD,288,252.0,36.0,4,EA,20180808
500000100,40,CC-1022,USD,1200,1050.0,150.0,6,EA,20180808
500000100,50,CC-1023,USD,1361,1190.875,170.125,1,EA,20180808
500000100,60,RO-1002,USD,689,602.875,86.125,5,EA,20180808
500000100,70,DB-1083,USD,1199,1049.125,149.875,8,EA,20180808
500000100,80,RC-1054,USD,5499,4811.625,687.375,2,EA,20180808
500000100,90,EB-1134,USD,4800,4200.0,600.0,2,EA,20180808
500000100,100,BX-1014,USD,799,699.125,99.875,6,EA,20180808
500000101,10,RO-1003,USD,721,630.875,90.125,3,EA,20180731
500000101,20,RC-1056,USD,2499,2186.625,312.375,6,EA,20180731
500000101,30,CC-1021,USD,1144,1001.0,143.0,4,EA,20180731
500000101,40,RO-1001,USD,525,459.375,65.625,9,EA,20180731
500000101,50,HB-1176,USD,1199,1049.125,149.875,5,EA,20180731
500000101,60,CB-1162,USD,400,350.0,50.0,6,EA,20180731
500000101,70,DB-1083,USD,1199,1049.125,149.875,9,EA,20180731
500000101,80,BX-1016,USD,319,279.125,39.875,3,EA,20180731
500000102,10,BX-1014,USD,799,699.125,99.875,9,EA,20180828
500000103,10,CC-1021,USD,1144,1001.0,143.0,4,EA,20180809
500000103,20,RO-1001,USD,525,459.375,65.625,8,EA,20180809
500000103,30,RC-1057,USD,4999,4374.125,624.875,7,EA,20180809
500000103,40,CC-1022,USD,1200,1050.0,150.0,6,EA,20180809
500000103,50,BX-1011,USD,249,217.875,31.125,8,EA,20180809
500000103,60,RC-1053,USD,4599,4024.125,574.875,6,EA,20180809
500000103,70,BX-1011,USD,249,217.875,31.125,1,EA,20180809
500000103,80,HB-1173,USD,649,567.875,81.125,6,EA,20180809
500000103,90,MB-1033,USD,3999,3499.125,499.875,3,EA,20180809
500000104,10,RO-1001,USD,525,459.375,65.625,1,EA,20180902
500000104,20,MB-1034,USD,2499,2186.625,312.375,5,EA,20180902
500000104,30,BX-1013,USD,449,392.875,56.125,10,EA,20180902
500000105,10,RC-1052,USD,3999,3499.125,499.875,10,EA,20180820
500000105,20,HB-1172,USD,799,699.125,99.875,9,EA,20180820
500000105,30,MB-1033,USD,3999,3499.125,499.875,2,EA,20180820
500000106,10,RO-1003,USD,721,630.875,90.125,7,EA,20180810
500000106,20,DB-1081,USD,1499,1311.625,187.375,3,EA,20180810
500000106,30,DB-1081,USD,1499,1311.625,187.375,3,EA,20180810
500000106,40,EB-1135,USD,3000,2625.0,375.0,6,EA,20180810
500000106,50,HB-1174,USD,379,331.625,47.375,7,EA,20180810
500000106,60,CC-1022,USD,1200,1050.0,150.0,8,EA,20180810
500000107,10,RC-1051,USD,2499,2186.625,312.375,8,EA,20180822
500000107,20,DB-1082,USD,1250,1093.75,156.25,1,EA,20180822
500000107,30,RO-1002,USD,689,602.875,86.125,5,EA,20180822
500000107,40,EB-1135,USD,3000,2625.0,375.0,10,EA,20180822
500000107,50,RC-1057,USD,4999,4374.125,624.875,3,EA,20180822
500000107,60,BX-1013,USD,449,392.875,56.125,8,EA,20180822
500000107,70,BX-1016,USD,319,279.125,39.875,2,EA,20180822
500000107,80,BX-1015,USD,299,261.625,37.375,3,EA,20180822
500000107,90,RC-1055,USD,1999,1749.125,249.875,6,EA,20180822
500000108,10,MB-1032,USD,1299,1136.625,162.375,7,EA,20180823
500000108,20,BX-1014,USD,799,699.125,99.875,7,EA,20180823
500000108,30,BX-1013,USD,449,392.875,56.125,8,EA,20180823
500000108,40,BX-1012,USD,399,349.125,49.875,4,EA,20180823
500000108,50,BX-1015,USD,299,261.625,37.375,1,EA,20180823
500000108,60,MB-1034,USD,2499,2186.625,312.375,4,EA,20180823
500000108,70,HB-1172,USD,799,699.125,99.875,2,EA,20180823
500000108,80,RC-1055,USD,1999,1749.125,249.875,4,EA,20180823
500000108,90,CC-1023,USD,1361,1190.875,170.125,10,EA,20180823
500000108,100,EB-1133,USD,2250,1968.75,281.25,1,EA,20180823
500000109,10,RC-1054,USD,5499,4811.625,687.375,6,EA,20180911
500000109,20,RC-1054,USD,5499,4811.625,687.375,4,EA,20180911
500000110,10,EB-1134,USD,4800,4200.0,600.0,7,EA,20180829
500000110,20,RC-1056,USD,2499,2186.625,312.375,3,EA,20180829
500000110,30,MB-1033,USD,3999,3499.125,499.875,6,EA,20180829
500000111,10,CB-1163,USD,288,252.0,36.0,10,EA,20180824
500000111,20,BX-1011,USD,249,217.875,31.125,8,EA,20180824
500000111,30,EB-1134,USD,4800,4200.0,600.0,2,EA,20180824
500000111,40,RC-1055,USD,1999,1749.125,249.875,8,EA,20180824
500000112,10,HB-1173,USD,649,567.875,81.125,10,EA,29991212
500000112,20,DB-1082,USD,1250,1093.75,156.25,7,EA,29991212
500000112,30,BX-1013,USD,449,392.875,56.125,5,EA,29991212
500000112,40,DB-1082,USD,1250,1093.75,156.25,5,EA,29991212
500000112,50,RC-1054,USD,5499,4811.625,687.375,2,EA,29991212
500000112,60,MB-1033,USD,3999,3499.125,499.875,4,EA,29991212
500000112,70,CB-1163,USD,288,252.0,36.0,7,EA,29991212
500000112,80,EB-1134,USD,4800,4200.0,600.0,1,EA,29991212
500000112,90,CC-1023,USD,1361,1190.875,170.125,3,EA,29991212
500000112,100,CB-1163,USD,288,252.0,36.0,2,EA,29991212
500000113,10,RC-1057,USD,4999,4374.125,624.875,10,EA,20180903
500000113,20,BX-1013,USD,449,392.875,56.125,7,EA,20180903
500000113,30,RC-1052,USD,3999,3499.125,499.875,7,EA,20180903
500000113,40,CB-1161,USD,399,349.125,49.875,3,EA,20180903
500000113,50,RC-1057,USD,4999,4374.125,624.875,2,EA,20180903
500000113,60,EB-1135,USD,3000,2625.0,375.0,5,EA,20180903
500000114,10,DB-1082,USD,1250,1093.75,156.25,5,EA,20180902
500000114,20,RO-1003,USD,721,630.875,90.125,10,EA,20180902
500000114,30,BX-1013,USD,449,392.875,56.125,3,EA,20180902
500000115,10,RC-1054,USD,5499,4811.625,687.375,10,EA,20180829
500000115,20,CC-1021,USD,1144,1001.0,143.0,3,EA,20180829
500000115,30,EB-1134,USD,4800,4200.0,600.0,3,EA,20180829
500000115,40,BX-1016,USD,319,279.125,39.875,9,EA,20180829
500000116,10,HB-1173,USD,649,567.875,81.125,4,EA,20180913
500000116,20,BX-1013,USD,449,392.875,56.125,4,EA,20180913
500000117,10,MB-1034,USD,2499,2186.625,312.375,5,EA,20180909
500000118,10,MB-1031,USD,649,567.875,81.125,3,EA,20180917
500000118,20,BX-1015,USD,299,261.625,37.375,4,EA,20180917
500000118,30,BX-1013,USD,449,392.875,56.125,1,EA,20180917
500000118,40,RC-1056,USD,2499,2186.625,312.375,7,EA,20180917
500000118,50,MB-1031,USD,649,567.875,81.125,8,EA,20180917
500000118,60,CC-1023,USD,1361,1190.875,170.125,10,EA,20180917
500000118,70,HB-1172,USD,799,699.125,99.875,8,EA,20180917
500000118,80,EB-1131,USD,1500,1312.5,187.5,3,EA,20180917
500000118,90,CC-1023,USD,1361,1190.875,170.125,5,EA,20180917
500000118,100,EB-1135,USD,3000,2625.0,375.0,3,EA,20180917
500000119,10,RC-1055,USD,1999,1749.125,249.875,2,EA,20180908
500000119,20,RC-1051,USD,2499,2186.625,312.375,7,EA,20180908
500000119,30,BX-1014,USD,799,699.125,99.875,1,EA,20180908
500000119,40,EB-1132,USD,1900,1662.5,237.5,8,EA,20180908
500000119,50,CB-1163,USD,288,252.0,36.0,7,EA,20180908
500000119,60,RC-1053,USD,4599,4024.125,574.875,7,EA,20180908
500000120,10,RC-1053,USD,4599,4024.125,574.875,8,EA,20180920
500000120,20,RC-1052,USD,3999,3499.125,499.875,1,EA,20180920
500000120,30,RO-1003,USD,721,630.875,90.125,1,EA,20180920
500000120,40,RC-1057,USD,4999,4374.125,624.875,6,EA,20180920
500000120,50,RC-1055,USD,1999,1749.125,249.875,5,EA,20180920
500000121,10,HB-1172,USD,799,699.125,99.875,2,EA,20180930
500000121,20,BX-1012,USD,399,349.125,49.875,1,EA,20180930
500000121,30,BX-1016,USD,319,279.125,39.875,4,EA,20180930
500000121,40,CC-1022,USD,1200,1050.0,150.0,3,EA,20180930
500000121,50,EB-1136,USD,5000,4375.0,625.0,8,EA,20180930
500000121,60,HB-1176,USD,1199,1049.125,149.875,7,EA,20180930
500000122,10,CB-1163,USD,288,252.0,36.0,8,EA,20180921
500000122,20,HB-1174,USD,379,331.625,47.375,1,EA,20180921
500000122,30,RC-1052,USD,3999,3499.125,499.875,2,EA,20180921
500000122,40,DB-1081,USD,1499,1311.625,187.375,8,EA,20180921
500000122,50,HB-1171,USD,699,611.625,87.375,1,EA,20180921
500000122,60,DB-1082,USD,1250,1093.75,156.25,2,EA,20180921
500000122,70,RO-1003,USD,721,630.875,90.125,3,EA,20180921
500000122,80,BX-1012,USD,399,349.125,49.875,7,EA,20180921
500000122,90,BX-1013,USD,449,392.875,56.125,10,EA,20180921
500000123,10,BX-1015,USD,299,261.625,37.375,9,EA,20180920
500000123,20,DB-1081,USD,1499,1311.625,187.375,4,EA,20180920
500000123,30,MB-1033,USD,3999,3499.125,499.875,1,EA,20180920
500000123,40,BX-1015,USD,299,261.625,37.375,2,EA,20180920
500000123,50,EB-1131,USD,1500,1312.5,187.5,3,EA,20180920
500000123,60,CC-1022,USD,1200,1050.0,150.0,8,EA,20180920
500000123,70,MB-1031,USD,649,567.875,81.125,7,EA,20180920
500000123,80,MB-1033,USD,3999,3499.125,499.875,3,EA,20180920
500000124,10,RC-1051,USD,2499,2186.625,312.375,6,EA,20180914
500000124,20,EB-1134,USD,4800,4200.0,600.0,1,EA,20180914
500000124,30,DB-1081,USD,1499,1311.625,187.375,5,EA,20180914
500000124,40,DB-1082,USD,1250,1093.75,156.25,10,EA,20180914
500000124,50,EB-1131,USD,1500,1312.5,187.5,6,EA,20180914
500000124,60,EB-1133,USD,2250,1968.75,281.25,10,EA,20180914
500000125,10,HB-1176,USD,1199,1049.125,149.875,2,EA,20180927
500000125,20,CB-1162,USD,400,350.0,50.0,7,EA,20180927
500000125,30,EB-1134,USD,4800,4200.0,600.0,3,EA,20180927
500000125,40,MB-1034,USD,2499,2186.625,312.375,5,EA,20180927
500000126,10,EB-1137,USD,7900,6912.5,987.5,8,EA,20181007
500000126,20,RO-1003,USD,721,630.875,90.125,10,EA,20181007
500000126,30,BX-1013,USD,449,392.875,56.125,5,EA,20181007
500000126,40,RC-1052,USD,3999,3499.125,499.875,10,EA,20181007
500000126,50,EB-1137,USD,7900,6912.5,987.5,8,EA,20181007
500000126,60,EB-1131,USD,1500,1312.5,187.5,8,EA,20181007
500000126,70,HB-1174,USD,379,331.625,47.375,2,EA,20181007
500000126,80,BX-1011,USD,249,217.875,31.125,9,EA,20181007
500000126,90,BX-1013,USD,449,392.875,56.125,7,EA,20181007
500000127,10,DB-1083,USD,1199,1049.125,149.875,5,EA,20180906
500000127,20,RC-1053,USD,4599,4024.125,574.875,10,EA,20180906
500000128,10,CC-1023,USD,1361,1190.875,170.125,2,EA,20180926
500000128,20,DB-1083,USD,1199,1049.125,149.875,8,EA,20180926
500000128,30,DB-1081,USD,1499,1311.625,187.375,8,EA,20180926
500000128,40,DB-1082,USD,1250,1093.75,156.25,1,EA,20180926
500000128,50,CC-1021,USD,1144,1001.0,143.0,1,EA,20180926
500000128,60,BX-1014,USD,799,699.125,99.875,3,EA,20180926
500000129,10,CB-1161,USD,399,349.125,49.875,10,EA,20181007
500000129,20,RC-1053,USD,4599,4024.125,574.875,6,EA,20181007
500000129,30,CC-1021,USD,1144,1001.0,143.0,6,EA,20181007
500000129,40,CB-1161,USD,399,349.125,49.875,1,EA,20181007
500000129,50,EB-1137,USD,7900,6912.5,987.5,9,EA,20181007
500000130,10,EB-1131,USD,1500,1312.5,187.5,4,EA,20181009
500000130,20,MB-1033,USD,3999,3499.125,499.875,2,EA,20181009
500000130,30,RC-1055,USD,1999,1749.125,249.875,2,EA,20181009
500000130,40,MB-1034,USD,2499,2186.625,312.375,5,EA,20181009
500000130,50,HB-1176,USD,1199,1049.125,149.875,3,EA,20181009
500000130,60,EB-1136,USD,5000,4375.0,625.0,8,EA,20181009
500000130,70,BX-1012,USD,399,349.125,49.875,6,EA,20181009
500000130,80,CB-1163,USD,288,252.0,36.0,8,EA,20181009
500000130,90,MB-1033,USD,3999,3499.125,499.875,8,EA,20181009
500000131,10,DB-1081,USD,1499,1311.625,187.375,9,EA,20181010
500000131,20,MB-1031,USD,649,567.875,81.125,2,EA,20181010
500000131,30,RC-1054,USD,5499,4811.625,687.375,9,EA,20181010
500000131,40,CB-1163,USD,288,252.0,36.0,6,EA,20181010
500000131,50,HB-1174,USD,379,331.625,47.375,4,EA,20181010
500000131,60,RO-1001,USD,525,459.375,65.625,7,EA,20181010
500000131,70,EB-1132,USD,1900,1662.5,237.5,5,EA,20181010
500000131,80,EB-1131,USD,1500,1312.5,187.5,2,EA,20181010
500000131,90,BX-1015,USD,299,261.625,37.375,10,EA,20181010
500000132,10,DB-1081,USD,1499,1311.625,187.375,5,EA,20181006
500000132,20,RC-1057,USD,4999,4374.125,624.875,2,EA,20181006
500000133,10,DB-1083,USD,1199,1049.125,149.875,2,EA,20181016
500000133,20,RO-1003,USD,721,630.875,90.125,5,EA,20181016
500000134,10,DB-1081,USD,1499,1311.625,187.375,2,EA,20181014
500000134,20,EB-1136,USD,5000,4375.0,625.0,4,EA,20181014
500000134,30,CC-1023,USD,1361,1190.875,170.125,6,EA,20181014
500000134,40,BX-1013,USD,449,392.875,56.125,5,EA,20181014
500000135,10,EB-1137,USD,7900,6912.5,987.5,9,EA,20181014
500000135,20,RC-1051,USD,2499,2186.625,312.375,9,EA,20181014
500000135,30,RC-1055,USD,1999,1749.125,249.875,4,EA,20181014
500000135,40,RC-1053,USD,4599,4024.125,574.875,1,EA,20181014
500000135,50,HB-1173,USD,649,567.875,81.125,7,EA,20181014
500000135,60,DB-1083,USD,1199,1049.125,149.875,6,EA,20181014
500000135,70,MB-1032,USD,1299,1136.625,162.375,3,EA,20181014
500000135,80,RO-1001,USD,525,459.375,65.625,3,EA,20181014
500000135,90,MB-1033,USD,3999,3499.125,499.875,2,EA,20181014
500000136,10,BX-1013,USD,449,392.875,56.125,9,EA,20181004
500000136,20,EB-1134,USD,4800,4200.0,600.0,2,EA,20181004
500000136,30,EB-1134,USD,4800,4200.0,600.0,4,EA,20181004
500000136,40,HB-1175,USD,899,786.625,112.375,3,EA,20181004
500000136,50,BX-1012,USD,399,349.125,49.875,2,EA,20181004
500000136,60,BX-1011,USD,249,217.875,31.125,10,EA,20181004
500000136,70,HB-1175,USD,899,786.625,112.375,10,EA,20181004
500000137,10,BX-1015,USD,299,261.625,37.375,10,EA,20181016
500000137,20,HB-1172,USD,799,699.125,99.875,4,EA,20181016
500000137,30,CB-1162,USD,400,350.0,50.0,1,EA,20181016
500000137,40,HB-1174,USD,379,331.625,47.375,4,EA,20181016
500000137,50,MB-1034,USD,2499,2186.625,312.375,2,EA,20181016
500000137,60,RO-1001,USD,525,459.375,65.625,10,EA,20181016
500000137,70,CC-1023,USD,1361,1190.875,170.125,7,EA,20181016
500000137,80,RC-1054,USD,5499,4811.625,687.375,5,EA,20181016
500000138,10,BX-1015,USD,299,261.625,37.375,3,EA,20181006
500000138,20,HB-1173,USD,649,567.875,81.125,1,EA,20181006
500000138,30,RC-1056,USD,2499,2186.625,312.375,10,EA,20181006
500000138,40,DB-1083,USD,1199,1049.125,149.875,10,EA,20181006
500000138,50,EB-1135,USD,3000,2625.0,375.0,10,EA,20181006
500000138,60,CB-1163,USD,288,252.0,36.0,4,EA,20181006
500000138,70,CB-1162,USD,400,350.0,50.0,7,EA,20181006
500000138,80,CC-1021,USD,1144,1001.0,143.0,7,EA,20181006
500000138,90,BX-1013,USD,449,392.875,56.125,3,EA,20181006
500000139,10,RC-1053,USD,4599,4024.125,574.875,10,EA,20181013
500000139,20,BX-1016,USD,319,279.125,39.875,6,EA,20181013
500000139,30,HB-1171,USD,699,611.625,87.375,1,EA,20181013
500000139,40,HB-1171,USD,699,611.625,87.375,1,EA,20181013
500000139,50,HB-1174,USD,379,331.625,47.375,6,EA,20181013
500000140,10,RC-1055,USD,1999,1749.125,249.875,6,EA,20181023
500000140,20,EB-1136,USD,5000,4375.0,625.0,5,EA,20181023
500000140,30,BX-1013,USD,449,392.875,56.125,3,EA,20181023
500000140,40,RC-1057,USD,4999,4374.125,624.875,6,EA,20181023
